SPM,Relation,Target_Protein,Evidence,PMID
MaR1,binds,NLRP3 inflammasome,The negative interaction between MaR1 and NLRP3 inflammasome mediated the inflammatory response in spinal dorsal horn,32410045
MaR1,downregulates,IL-6,Purified MaR1 significantly reduced IL-6 in bOC explants.,41057538
MaR1,downregulates,CTX-II,Purified MaR1 significantly reduced CTX-II in bOC explants.,41057538
MaR1,modulates,proinflammatory cytokine,"Furthermore, in peritoneal macrophages challenged with lipopolysaccharide, MaR1 reduced proinflammatory cytokine expression.",32379221
MaR1,modulates,calcitonin gene-related peptide,MaR1 application to cultured DRG neurons inhibited both capsaicin-induced increase of intracellular calcium ions and release of calcitonin gene-related peptide in a dose-dependent manner.,32379221
MaR1,upregulates,macrophage resilience mechanisms,"Together, MCTRs counter regulated post-IAV changes in rAMs to promote a rapid return of bacteria host defense.",35913160
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,upregulates,macrophage resilience mechanisms,MCTRs counter regulated post-IAV changes in rAMs to promote a rapid return of bacteria host defense.,35913160
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 dose-dependently suppressed the fluorescence enhancement of BFP-HOCl, indicating that MAR1 effectively downregulates the level of HOCl.",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR2,downregulates,TRPA1,MaR2 treatment was also performed in cultured DRG neurons stimulated with capsaicin or AITC in the presence or absence of LPS.,35820471
MaR2,downregulates,TRPV1,MaR2 treatment was also performed in cultured DRG neurons stimulated with capsaicin or AITC in the presence or absence of LPS.,35820471
MaR2,downregulates,CGRP,MaR2 reduced capsaicin- and AITC-induced CGRP release by cultured DRG neurons.,35820471
MaR2,downregulates,TRPV1,MaR2 treatment was also performed in cultured DRG neurons stimulated with capsaicin or AITC in the presence or absence of LPS.,35820471
MaR2,downregulates,macrophages,"The use of diabetic mice deficient for 5-LOX or 12/15-LOX demonstrated that these two enzymes of acid arachidonic metabolism are essential for the beneficial effect of aspirin on wound healing. Thus, aspirin treatment modified the balance between pro- and anti-inflammatory eicosanoids by promoting the synthesis of proresolving LXA4 through 5-LOX, LTA4, 12/15-LOX signaling. In conclusion, the restoration of an anti-inflammatory and proresolutive phenotype of wound macrophages by the topical administration of low-dose aspirin represents a promising therapeutic approach in chronic wounds.",35796692
MaR2,downregulates,TRPA1,MaR2 treatment was also performed in cultured DRG neurons stimulated with capsaicin or AITC in the presence or absence of LPS.,35820471
MaR2,downregulates,CGRP,MaR2 reduced capsaicin- and AITC-induced CGRP release by cultured DRG neurons.,35820471
PCTR1,upregulates,ELOVL2,acetylcholine upregulated the PCTR biosynthetic pathway in ILC3s,28065837
PCTR1,upregulates,FADS2,acetylcholine upregulated the PCTR biosynthetic pathway in ILC3s,28065837
PCTR1,downregulates,PLA2,PCTR1 downregulated LPS-stimulated phospholipase A2 (PLA2) expression,32123295
PCTR1,upregulates,FADS1,PCTR1 upregulated LPS-inhibited fatty acid desaturase 1 (FADS1) expression,32123295
PCTR1,upregulates,human keratinocyte migration,PCTR1 uniquely enhanced human keratinocyte migration with efficacy similar to epidermal growth factor.,33689792
PCTR1,modulates,SIRT1/NF-κB pathway,PCTR1 protects endothelial glycocalyx via ALX receptor by regulating SIRT1/NF-κB pathway,34217286
PCTR1,upregulates,FADS2,PCTR1 upregulated LPS-inhibited fatty acid desaturase 2 (FADS2) expression,32123295
PCTR1,binds,ALX receptor,PCTR1 protects endothelial glycocalyx via ALX receptor by regulating SIRT1/NF-κB pathway,34217286
PCTR1,upregulates,ILC3,Administration of PCTR1 or ILC3s to vagotomized mice restored tissue resolution tone and host responses to E. coli infections,28065837
PCTR1,upregulates,ELOVL2,PCTR1 upregulated LPS-inhibited elongase of very long chain fatty acids 2 (ELOVL2) expression,32123295
PCTR1,upregulates,FADS1,acetylcholine upregulated the PCTR biosynthetic pathway in ILC3s,28065837
PCTR1,binds,ALX,"However, these effects of PCTR1 were partially abrogated by a lipoxin A4 receptor (ALX) antagonist (BOC-2)",32123295
PCTR1,upregulates,host defense,"Addition of PCTR1 reduced wound bacteria levels and decreased inflammatory monocytes/macrophages, which was coupled with increased expression of genes involved in host defense and tissue repair.",33689792
PD1,downregulates,none,"resolution mediators (RvD2, RvD3, RvD5, LXA4 , PD1, and MaR1) decreased in OBD mice post-MI.",37002889
PD1,upregulates,T-cell,MaR1 and PD1 were equally effective at this concentration.,35044873
PDX,upregulates,none,"The concentrations of RvD2, RvD3, RvD5, LXA4, LXB4, Mar-1 and PDX in ECRSwNP group were significantly higher than that in controls.",34666468
PDX,upregulates,SPMs,In these experiments we observed broad SPM biosynthesis with dominant upregulation of RvE2 and RvE3 in both cell systems and upregulation of DHA-derived SPMs such as RvD2 and PDX.,41812728
RCTR1,upregulates,"sodium channels and Na, K-ATPase","The efficacy of RCTR1 on the ENaC and Na, K-ATPase level was in an ALX/cAMP/PI3K/Nedd4-2-dependent manner.",34465632
RCTR1,upregulates,"sodium channels and Na, K-ATPase","RCTR1 upregulates the expression of epithelial sodium channels (ENaCs) and Na, K-ATPase in vivo and in vitro to accelerate the AFC.",34465632
RCTR1,upregulates,"sodium channels and Na, K-ATPase","RCTR1 remarkably elevated the protein expression of sodium channels and Na, K-ATPase and the activity of Na, K-ATPase in vivo and in vitro.",34465632
RvD1,downregulates,caspase 3,"MaR1 up-regulated the levels of proteins related to survival pathway including PI3K/AKT, ERK and down-regulated the levels of proteins associated with inflammation, autophagy, and apoptosis pathways such as p38, mTOR and caspase 3.",31680874
RvD1,downregulates,mTOR,"MaR1 up-regulated the levels of proteins related to survival pathway including PI3K/AKT, ERK and down-regulated the levels of proteins associated with inflammation, autophagy, and apoptosis pathways such as p38, mTOR and caspase 3.",31680874
RvD1,downregulates,p38,"MaR1 up-regulated the levels of proteins related to survival pathway including PI3K/AKT, ERK and down-regulated the levels of proteins associated with inflammation, autophagy, and apoptosis pathways such as p38, mTOR and caspase 3.",31680874
RvD1,upregulates,ERK,"MaR1 up-regulated the levels of proteins related to survival pathway including PI3K/AKT, ERK and down-regulated the levels of proteins associated with inflammation, autophagy, and apoptosis pathways such as p38, mTOR and caspase 3.",31680874
RvD1,upregulates,PI3K/AKT,"MaR1 up-regulated the levels of proteins related to survival pathway including PI3K/AKT, ERK and down-regulated the levels of proteins associated with inflammation, autophagy, and apoptosis pathways such as p38, mTOR and caspase 3.",31680874
RvD1,downregulates,CCL5,"Resolvins counterregulate the release of cytokines/chemokines, including TNFα, IL-6, IL-8, CCL4, and CCL5, by human macrophages stimulated with cell debris.",29191914
RvD1,downregulates,CCL4,"Resolvins counterregulate the release of cytokines/chemokines, including TNFα, IL-6, IL-8, CCL4, and CCL5, by human macrophages stimulated with cell debris.",29191914
RvD1,downregulates,IL-8,"Resolvins counterregulate the release of cytokines/chemokines, including TNFα, IL-6, IL-8, CCL4, and CCL5, by human macrophages stimulated with cell debris.",29191914
RvD1,binds,GRP78,"Ginkgetin (Gink) directly binds to GRP78 in a competitive manner, disrupting the interaction between GRP78 and PERK.",41776050
RvD1,downregulates,anillin,"RvD1 effectively suppressed the Bleo-induced upregulation of insulin-like growth factor-1 (IGF-1), tenascin-C, elastin, and anillin.",40764724
RvD1,downregulates,elastin,"RvD1 effectively suppressed the Bleo-induced upregulation of insulin-like growth factor-1 (IGF-1), tenascin-C, elastin, and anillin.",40764724
RvD1,downregulates,tenascin-C,"RvD1 effectively suppressed the Bleo-induced upregulation of insulin-like growth factor-1 (IGF-1), tenascin-C, elastin, and anillin.",40764724
RvD1,downregulates,IGF-1,"RvD1 effectively suppressed the Bleo-induced upregulation of insulin-like growth factor-1 (IGF-1), tenascin-C, elastin, and anillin.",40764724
RvD1,upregulates,IGF-1,"RvD1 effectively suppressed the Bleo-induced upregulation of insulin-like growth factor-1 (IGF-1), tenascin-C, elastin, and anillin.",40764724
RvD1,downregulates,ARG2,"TH1 cytokines downregulated ARG2, ODC, and OAT mRNA in DHLF 10-fold, 2-fold, and 2.5-fold, respectively, and cAMP downregulated ARG2 mRNA 2-fold in DHLF.",36061615
RvD1,downregulates,ARG2,"TH1 cytokines downregulated ARG2, ODC, and OAT mRNA in DHLF 10-fold, 2-fold, and 2.5-fold, respectively, and cAMP downregulated ARG2 mRNA 2-fold in DHLF.",36061615
RvD1,downregulates,ARG2,"TH1 cytokines downregulated ARG2, ODC, and OAT mRNA in DHLF 10-fold, 2-fold, and 2.5-fold, respectively, and cAMP downregulated ARG2 mRNA 2-fold in DHLF.",36061615
RvD1,downregulates,ARG2,"TH1 cytokines downregulated ARG2, ODC, and OAT mRNA in DHLF 10-fold, 2-fold, and 2.5-fold, respectively, and cAMP downregulated ARG2 mRNA 2-fold in DHLF.",36061615
RvD1,downregulates,ARG2,"TH1 cytokines downregulated ARG2, ODC, and OAT mRNA in DHLF 10-fold, 2-fold, and 2.5-fold, respectively, and cAMP downregulated ARG2 mRNA 2-fold in DHLF.",36061615
RvD1,downregulates,ARG2,"TH1 cytokines downregulated ARG2, ODC, and OAT mRNA in DHLF 10-fold, 2-fold, and 2.5-fold, respectively, and cAMP downregulated ARG2 mRNA 2-fold in DHLF.",36061615
RvD1,downregulates,ARG2,"TH1 cytokines downregulated ARG2, ODC, and OAT mRNA in DHLF 10-fold, 2-fold, and 2.5-fold, respectively, and cAMP downregulated ARG2 mRNA 2-fold in DHLF.",36061615
RvD1,modulates,inflammation,"Resolvin D1 (RvD1), derived from the omega-3 fatty acid docosahexaenoic acid, acts in a multimodal manner to modulate pain and inflammation by regulating immunological, neuronal, and glial responses.",41832624
RvD1,modulates,pain,"Resolvin D1 (RvD1), derived from the omega-3 fatty acid docosahexaenoic acid, acts in a multimodal manner to modulate pain and inflammation by regulating immunological, neuronal, and glial responses.",41832624
RvD1,modulates,pain and inflammation,"Resolvin D1 (RvD1), derived from the omega-3 fatty acid docosahaeenoic acid, acts in a multimodal manner to modulate pain and inflammation by regulating immunological, neuronal, and glial responses.",41832624
RvD1,modulates,inflammation,We developed a modular poly(ethylene glycol)-maleimide hydrogel platform to locally release a stable isomer of Resolvin D1 (AT-RvD1) and promote endogenous pathways of inflammation resolution in the two muscle models.,39314313
RvD1,modulates,epithelial-mesenchymal transition,"AT-RvD1 restored the expression of E-cadherin and reduced the N-cadherin, Vimentin, smad2/3 and ALX/FPR2 expressions as well as ROS and TGF-β1 productions on CSE-stimulated cells.",39984154
RvD1,upregulates,genes involved in jasmonic acid biosynthesis (AOC2 and LOX2),"SaLDC overexpression simultaneously upregulated genes involved in jasmonic acid biosynthesis (AOC2 and LOX2) and modulated circadian clock components (RVE2 and CO),",41270872
RvD1,upregulates,neuroinflammation,Our data support the targeting of spinal neuroinflammation via the activation of the resolvin system as a new therapeutic approach for CINP.,33097087
RvD1,upregulates,neuroinflammation,"Activation of the resolvin system via the spinal administration of aspirin-triggered resolvin D1 (AT-RvD1) markedly inhibited (73 ± 7% inhibition) normally non-noxious mechanically (8 g) evoked responses of WDR neurones only in PCX rats, whilst leaving responses to noxious mechanically induced stimuli intact.",33097087
